PhotonEnergy_eV,GrazingAlpha_deg,DiffractionEfficiency,ExitAngle_beta_deg
50.0000,86.000000,0.032762,10.677247
150.0000,86.000000,0.173537,6.972349
250.0000,86.000000,0.119711,5.963364
350.0000,86.000000,0.070024,5.474547
450.0000,86.000000,0.020279,5.183166
550.0000,86.000000,0.003575,4.988915
650.0000,86.000000,0.025849,4.849890
750.0000,86.000000,0.051958,4.745357
850.0000,86.000000,0.050166,4.663842
950.0000,86.000000,0.026809,4.598471
1050.0000,86.000000,0.005136,4.544864
1150.0000,86.000000,0.003316,4.500099
1250.0000,86.000000,0.007124,4.462150
1350.0000,86.000000,0.005566,4.429568
1450.0000,86.000000,0.004257,4.401286
1550.0000,86.000000,0.002015,4.376505
1650.0000,86.000000,0.000276,4.354612
1750.0000,86.000000,0.000360,4.335129
1850.0000,86.000000,0.000388,4.317677
1950.0000,86.000000,0.000753,4.301956
