PhotonEnergy_eV,GrazingAlpha_deg,DiffractionEfficiency,ExitAngle_beta_deg
50.0000,4.000000,0.029617,9.015622
60.0000,4.000000,0.041886,8.389646
70.0000,4.000000,0.052947,7.912490
80.0000,4.000000,0.073624,7.534953
90.0000,4.000000,0.093932,7.227775
100.0000,4.000000,0.112930,6.972349
110.0000,4.000000,0.130492,6.756222
120.0000,4.000000,0.146936,6.570714
130.0000,4.000000,0.158032,6.409573
140.0000,4.000000,0.164271,6.268170
150.0000,4.000000,0.164913,6.142998
160.0000,4.000000,0.160543,6.031351
170.0000,4.000000,0.153406,5.931101
180.0000,4.000000,0.146933,5.840550
190.0000,4.000000,0.142762,5.758328
200.0000,4.000000,0.138082,5.683315
210.0000,4.000000,0.130162,5.614586
220.0000,4.000000,0.129113,5.551368
230.0000,4.000000,0.129258,5.493015
240.0000,4.000000,0.130547,5.438976
250.0000,4.000000,0.130919,5.388783
260.0000,4.000000,0.130292,5.342033
270.0000,4.000000,0.127837,5.298380
280.0000,4.000000,0.121904,5.257521
290.0000,4.000000,0.113716,5.219194
300.0000,4.000000,0.113339,5.183166
310.0000,4.000000,0.110634,5.149236
320.0000,4.000000,0.106971,5.117222
330.0000,4.000000,0.102633,5.086966
340.0000,4.000000,0.097804,5.058324
350.0000,4.000000,0.092607,5.031170
360.0000,4.000000,0.087157,5.005390
370.0000,4.000000,0.081567,4.980881
380.0000,4.000000,0.076003,4.957550
390.0000,4.000000,0.070721,4.935314
400.0000,4.000000,0.065785,4.914097
410.0000,4.000000,0.060928,4.893830
420.0000,4.000000,0.054470,4.874449
430.0000,4.000000,0.048062,4.855898
440.0000,4.000000,0.041820,4.838125
450.0000,4.000000,0.035854,4.821080
460.0000,4.000000,0.030207,4.804719
470.0000,4.000000,0.024936,4.789003
480.0000,4.000000,0.020096,4.773893
490.0000,4.000000,0.015763,4.759355
500.0000,4.000000,0.011983,4.745357
510.0000,4.000000,0.008787,4.731868
520.0000,4.000000,0.006190,4.718862
530.0000,4.000000,0.004237,4.706313
540.0000,4.000000,0.002960,4.694197
550.0000,4.000000,0.002346,4.682493
560.0000,4.000000,0.002370,4.671178
570.0000,4.000000,0.003011,4.660235
580.0000,4.000000,0.004263,4.649644
590.0000,4.000000,0.006124,4.639390
600.0000,4.000000,0.008601,4.629455
610.0000,4.000000,0.011817,4.619827
620.0000,4.000000,0.014774,4.610489
630.0000,4.000000,0.018236,4.601431
640.0000,4.000000,0.022062,4.592638
650.0000,4.000000,0.026162,4.584100
660.0000,4.000000,0.030415,4.575805
670.0000,4.000000,0.034720,4.567743
680.0000,4.000000,0.038987,4.559905
690.0000,4.000000,0.043151,4.552282
700.0000,4.000000,0.047131,4.544864
710.0000,4.000000,0.050854,4.537643
720.0000,4.000000,0.054331,4.530612
730.0000,4.000000,0.057552,4.523763
740.0000,4.000000,0.060481,4.517089
750.0000,4.000000,0.063081,4.510584
760.0000,4.000000,0.065348,4.504241
770.0000,4.000000,0.067313,4.498054
780.0000,4.000000,0.068963,4.492017
790.0000,4.000000,0.070104,4.486126
800.0000,4.000000,0.070549,4.480374
810.0000,4.000000,0.070158,4.474757
820.0000,4.000000,0.070550,4.469271
830.0000,4.000000,0.070784,4.463910
840.0000,4.000000,0.070304,4.458671
850.0000,4.000000,0.069276,4.453549
860.0000,4.000000,0.067769,4.448540
870.0000,4.000000,0.065822,4.443641
880.0000,4.000000,0.063489,4.438849
890.0000,4.000000,0.060808,4.434159
900.0000,4.000000,0.057836,4.429568
910.0000,4.000000,0.054628,4.425074
920.0000,4.000000,0.051240,4.420673
930.0000,4.000000,0.047715,4.416362
940.0000,4.000000,0.044097,4.412139
950.0000,4.000000,0.040430,4.408001
960.0000,4.000000,0.036754,4.403945
970.0000,4.000000,0.033116,4.399970
980.0000,4.000000,0.029553,4.396072
990.0000,4.000000,0.026096,4.392250
1000.0000,4.000000,0.022765,4.388500
