Energy;alpha = 4 deg
eV;
;1 order
51,031;0,0352833813700558
51,535;0,0344676383378721
52,039;0,0350541838917874
52,544;0,035883301585621
53,048;0,0368694708765299
53,553;0,0379300433176082
54,057;0,0385116654392809
54,562;0,0397927683997046
55,066;0,0399757269722447
55,571;0,040506151068584
56,074;0,0414175503563565
56,574;0,0422615564271256
57,074;0,0430560298353633
57,574;0,0439936247815551
58,073;0,0444524980623449
58,573;0,0446725827544502
59,073;0,0456918334865266
59,573;0,0464254870703472
60,073;0,0473832795223319
60,573;0,0482634109511973
61,073;0,0489230838710671
61,573;0,0497933104632367
62,073;0,0504249950390206
62,572;0,0511067454021445
63,072;0,0518502529602178
63,572;0,0523682662901064
64,072;0,0532859725390523
64,572;0,053588111497382
65,072;0,0543009402177848
65,572;0,0548509871900546
66,072;0,0552669104795863
66,571;0,0558896656832856
67,071;0,0565332922419376
67,571;0,057063156386836
68,071;0,0577783441720969
68,571;0,0586053344640878
69,071;0,0592545144651069
69,571;0,059961153300111
70,071;0,0620449455512051
70,571;0,0607065652423403
71,07;0,0586901225023311
71,57;0,0613583583685083
72,07;0,0625831082379783
72,57;0,0636749880834978
73,07;0,0647747465693086
73,571;0,0655968680169661
74,071;0,0659069170720085
74,572;0,0663562901899621
75,072;0,0677960202107532
75,572;0,0702172178639376
76,073;0,0694146160135134
76,573;0,0703404311929108
77,074;0,0712961137128028
77,574;0,0718684739404199
78,074;0,0729139947234514
78,575;0,073698208141829
79,075;0,074695314876449
79,576;0,0754598900259841
80,076;0,0762642002679398
80,576;0,0770421328415668
81,077;0,0777694328204738
81,577;0,078482834060186
82,078;0,0794944002675565
82,578;0,0803142648958381
83,078;0,0811733992582827
83,579;0,0820290658899595
84,079;0,08296966211106
84,58;0,0837482753084018
85,08;0,0846656280786835
85,581;0,085453709828464
86,081;0,0864067184120724
86,581;0,0872577638738699
87,082;0,0880408198353608
87,582;0,0889069584543873
88,083;0,0898964040306153
88,583;0,0907915523242052
89,083;0,0917746262552426
89,584;0,0928572885912057
90,084;0,0937219176365962
90,585;0,0946669584130632
91,085;0,0956322713752293
91,585;0,0965496838179532
92,086;0,0974947181241689
92,586;0,0985045449044255
93,087;0,0995322533906072
93,587;0,100484978399831
94,087;0,10139239766039
94,588;0,102299461913794
95,088;0,103247656386809
95,589;0,104063354494335
96,089;0,105009896973593
96,589;0,105921129563834
97,09;0,106809210987584
97,59;0,107698538682821
98,091;0,108551680145969
98,591;0,109394299414115
99,092;0,110207471980188
99,592;0,110987568570906
100,092;0,109990046892441
100,593;0,11313447425071
101,093;0,113965469727725
101,594;0,114869404453608
102,094;0,115710943783998
102,595;0,116491184598419
103,095;0,117638406229971
103,595;0,118697875317505
104,096;0,1195152213533
104,596;0,12049890893445
105,097;0,121499333600063
105,597;0,122272437202156
106,098;0,123382815059789
106,598;0,124246154217606
107,098;0,125364585218248
107,599;0,126207468984951
108,099;0,127098446982163
108,6;0,128139647093112
109,1;0,129117519526412
109,6;0,129848662156294
110,101;0,130901791872852
110,602;0,131771310874147
111,102;0,132823871941177
111,602;0,13373132777703
112,103;0,13434810287296
112,603;0,135034356407816
113,104;0,136131427835537
113,604;0,137000469213274
114,105;0,137843570761624
114,605;0,138541067367806
115,105;0,139506257370416
115,606;0,140179924236345
116,106;0,140965561743416
116,607;0,141726473885648
117,107;0,142742958851906
117,608;0,14328992576899
118,108;0,143825170978339
118,609;0,144742418284354
119,109;0,145444845357012
119,609;0,146163696571309
120,11;0,149390883652893
120,61;0,148148587588109
121,111;0,148502724800152
121,611;0,149016468117606
122,112;0,149682071029663
122,612;0,150205951618294
123,111;0,150911601120288
123,613;0,151561266305699
124,113;0,152134701215827
124,614;0,152844216063359
125,113;0,153389348901951
125,615;0,153973875100702
126,115;0,154468607703614
126,616;0,155031024137059
127,116;0,155708624529605
127,616;0,156253398533179
128,117;0,15670898447974
128,617;0,15728792632749
129,118;0,157816602806524
129,618;0,158319116030851
130,119;0,159041910931826
130,619;0,159307177797037
131,119;0,159634555713589
131,62;0,15913786036757
132,119;0,160640786745844
132,621;0,161131059970711
133,121;0,161580931468152
133,622;0,162091111715529
134,122;0,162457016974735
134,622;0,16293529262357
135,123;0,163332715321044
135,623;0,16371426241909
136,124;0,164251191099988
136,624;0,164595229829663
137,125;0,164947125737987
137,625;0,165292039730957
138,126;0,165611582469266
138,625;0,165935420122714
139,125;0,166142162014377
139,627;0,166412525379355
140,126;0,166592779782059
140,628;0,166782689911292
141,128;0,166937150821284
141,629;0,167128060181299
142,128;0,167112560834361
142,629;0,167338884488848
143,129;0,167284905203965
143,63;0,167389167978144
144,131;0,167366510839828
144,63;0,16734715266762
145,132;0,167287058772464
145,632;0,167277203928714
146,133;0,16722011565246
146,633;0,167160872728337
147,133;0,167087323052443
147,634;0,167068147285186
148,134;0,166980428429985
148,635;0,166841282422583
149,135;0,166648172261591
149,636;0,166727389281665
150,136;0,166687970116549
150,637;0,166708733306108
151,137;0,166614719850883
151,637;0,166549682761816
152,138;0,166504675047571
152,637;0,16646381917351
153,139;0,166381384649459
153,639;0,166243378505138
154,14;0,166249104683149
154,639;0,166165669632909
155,14;0,165987881454288
155,641;0,165911888373933
156,141;0,165757067904163
156,642;0,165607870691284
157,141;0,16544713634843
157,643;0,165278830114181
158,142;0,165027594269776
158,644;0,164652137698511
159,143;0,164411280951921
159,644;0,164087294793224
160,145;0,163820245830168
160,645;0,163482179652608
161,146;0,162952675091667
161,646;0,162645583597738
162,147;0,162198865910117
162,646;0,162693382762499
163,147;0,161218507720906
163,648;0,160854512350454
164,148;0,160263519337428
164,649;0,159788338251964
165,149;0,159231363381617
165,65;0,158658042519138
166,15;0,158162940995808
166,651;0,157608466763476
167,151;0,15705512992243
167,651;0,15653889465595
168,152;0,15595002537498
168,652;0,155420749321647
169,152;0,154802928763636
169,652;0,154325879841232
170,153;0,153744581789714
170,654;0,153169027375044
171,154;0,152535054987487
171,654;0,15208228226332
172,155;0,151455085337226
172,656;0,150992996859225
173,156;0,15054948963137
173,657;0,150230898682725
174,157;0,149568225162612
174,658;0,149080292376305
175,157;0,148676204292084
175,657;0,148141570248893
176,158;0,147756653305316
176,659;0,147074825112021
177,159;0,1466686572783
177,659;0,146228570603319
178,161;0,145728224697736
178,661;0,145208893698728
179,16;0,144813024894735
179,662;0,144392245393646
180,162;0,144015134125541
180,662;0,143614108983708
181,162;0,143085567710522
181,663;0,142774453408377
182,163;0,142463720772555
182,664;0,142233271681822
183,165;0,141919632576214
183,665;0,141616503297582
184,165;0,141290253333969
184,666;0,141021657609845
185,166;0,140801408099168
185,667;0,140526893229274
186,168;0,140273077157001
186,667;0,140033499495189
187,167;0,139846484732595
187,668;0,139779054942625
188,168;0,139283692793149
188,668;0,139140423197163
189,166;0,138908552265715
189,667;0,138549599200445
190,166;0,138510133326979
