 Ni Density=8.902
 Energy(eV), Delta, Beta
  7451.49756  2.95306818E-05  6.86489329E-07
  7496.36719  2.91256874E-05  6.708662E-07
  7541.50635  2.87261591E-05  6.55599194E-07
  7586.91797  2.8323253E-05  6.40657333E-07
  7632.60254  2.79242977E-05  6.26051417E-07
  7678.5625  2.75282709E-05  6.11774567E-07
  7724.79932  2.71256813E-05  5.97799499E-07
  7771.31445  2.67287851E-05  5.84144118E-07
  7818.10938  2.63262264E-05  5.70786597E-07
  7865.18652  2.5918398E-05  5.57721023E-07
  7912.54688  2.55165596E-05  5.44955014E-07
  7960.19287  2.50880985E-05  5.32454294E-07
  8008.12549  2.46595991E-05  5.2023529E-07
  8056.3457  2.42240403E-05  5.08292942E-07
  8104.85742  2.37221775E-05  4.96603889E-07
  8153.66162  2.32288057E-05  4.85183193E-07
  8202.75879  2.25015465E-05  4.7401852E-07
  8252.15234  2.15326236E-05  4.63102992E-07
  8301.84277  2.05836241E-05  4.52439252E-07
  8351.83203  1.62295364E-05  3.45501121E-06
  8402.12305  1.90426435E-05  3.38393602E-06
  8452.7168  2.14159281E-05  3.31432329E-06
  8503.61523  2.14540287E-05  3.24614143E-06
  8554.82031  2.14881693E-05  3.17936224E-06
  8606.33301  2.14609317E-05  3.11384429E-06
  8658.15625  2.13661715E-05  3.0495446E-06
  8710.29199  2.12705891E-05  2.98657687E-06
  8762.74121  2.11375936E-05  2.92473692E-06
  8815.50586  2.09953105E-05  2.86413365E-06
  8868.58887  2.08504498E-05  2.80476161E-06
  8921.99121  2.06847399E-05  2.74644958E-06
  8975.71582  2.05200122E-05  2.68934946E-06
  9029.76367  2.03495092E-05  2.63334869E-06
  9084.13574  2.0171934E-05  2.57840838E-06
  9138.83594  1.99956939E-05  2.52461405E-06
  9193.86621  1.9812911E-05  2.47178059E-06
  9249.22754  1.96293786E-05  2.42001192E-06
  9304.92188  1.94466429E-05  2.36931282E-06
  9360.95117  1.92589087E-05  2.31954709E-06
  9417.31836  1.90728842E-05  2.27082728E-06
  9474.02539  1.88861723E-05  2.2230729E-06
  9531.07324  1.86980869E-05  2.17624893E-06
  9588.46484  1.85118006E-05  2.13041153E-06
  9646.20215  1.83240354E-05  2.08542224E-06
  9704.28711  1.81370851E-05  2.04134631E-06
  9762.72168  1.79516919E-05  1.99819601E-06
  9821.50879  1.77650127E-05  1.95588541E-06
  9880.64844  1.75802361E-05  1.91447475E-06
  9940.14551  1.73961835E-05  1.87387843E-06
  10000.  1.72124055E-05  1.83405609E-06
