PhotonEnergy_eV,GrazingAlpha_deg,DiffractionEfficiency,ExitAngle_beta_deg
50.0000,4.882210,0.036949,11.039870
55.0000,4.656857,0.040766,10.525498
60.0000,4.460078,0.045673,10.076914
65.0000,4.286305,0.052246,9.681194
70.0000,4.131377,0.058403,9.328708
75.0000,3.992119,0.063563,9.012117
80.0000,3.866055,0.069240,8.725715
85.0000,3.751226,0.074235,8.464991
90.0000,3.646055,0.081900,8.226322
95.0000,3.549261,0.088949,8.006767
100.0000,3.459789,0.095100,7.803901
105.0000,3.376758,0.101314,7.615713
110.0000,3.299432,0.106964,7.440514
115.0000,3.227185,0.112398,7.276876
120.0000,3.159486,0.117663,7.123580
125.0000,3.095876,0.122812,6.979581
130.0000,3.035959,0.128218,6.843976
135.0000,2.979392,0.133097,6.715979
140.0000,2.925873,0.136850,6.594906
145.0000,2.875138,0.140108,6.480153
150.0000,2.826954,0.142259,6.371189
155.0000,2.781114,0.143918,6.267543
160.0000,2.737435,0.144225,6.168796
165.0000,2.695750,0.143483,6.074574
170.0000,2.655914,0.141740,5.984542
175.0000,2.617793,0.138461,5.898398
180.0000,2.581267,0.134874,5.815869
185.0000,2.546229,0.131276,5.736711
190.0000,2.512581,0.127895,5.660699
195.0000,2.480232,0.124916,5.587631
200.0000,2.449101,0.122671,5.517321
205.0000,2.419113,0.121180,5.449601
210.0000,2.390201,0.120335,5.384314
215.0000,2.362301,0.120683,5.321319
220.0000,2.335356,0.121412,5.260484
225.0000,2.309313,0.122114,5.201689
230.0000,2.284121,0.123111,5.144823
235.0000,2.259737,0.124521,5.089782
240.0000,2.236117,0.126004,5.036470
245.0000,2.213223,0.127469,4.984799
250.0000,2.191018,0.129139,4.934687
255.0000,2.169468,0.130960,4.886056
260.0000,2.148541,0.132633,4.838835
265.0000,2.128209,0.134200,4.792957
270.0000,2.108443,0.135694,4.748360
275.0000,2.089218,0.137052,4.704985
280.0000,2.070510,0.136865,4.662778
285.0000,2.052295,0.123730,4.621686
290.0000,2.034552,0.135737,4.581662
295.0000,2.017262,0.140374,4.542660
300.0000,2.000406,0.143972,4.504638
305.0000,1.983965,0.147212,4.467554
310.0000,1.967922,0.150327,4.431372
315.0000,1.952263,0.153319,4.396054
320.0000,1.936972,0.156119,4.361568
325.0000,1.922034,0.158780,4.327881
330.0000,1.907437,0.161366,4.294962
335.0000,1.893168,0.163906,4.262784
340.0000,1.879214,0.166425,4.231318
345.0000,1.865564,0.168962,4.200539
350.0000,1.852207,0.171624,4.170421
355.0000,1.839133,0.174286,4.140943
360.0000,1.826332,0.176821,4.112081
365.0000,1.813795,0.179207,4.083814
370.0000,1.801512,0.181485,4.056122
375.0000,1.789476,0.183702,4.028986
380.0000,1.777678,0.185881,4.002387
385.0000,1.766110,0.188028,3.976308
390.0000,1.754764,0.190151,3.950733
395.0000,1.743635,0.192266,3.925645
400.0000,1.732715,0.194424,3.901028
405.0000,1.721998,0.196627,3.876869
410.0000,1.711477,0.198740,3.853154
415.0000,1.701146,0.200746,3.829868
420.0000,1.691000,0.202635,3.806999
425.0000,1.681034,0.204453,3.784536
430.0000,1.671242,0.206221,3.762465
435.0000,1.661619,0.207947,3.740776
440.0000,1.652160,0.209630,3.719458
445.0000,1.642862,0.211300,3.698500
450.0000,1.633718,0.212964,3.677892
455.0000,1.624725,0.214625,3.657626
460.0000,1.615879,0.216193,3.637690
465.0000,1.607177,0.217708,3.618077
470.0000,1.598613,0.219164,3.598778
475.0000,1.590185,0.220557,3.579784
480.0000,1.581888,0.221914,3.561088
485.0000,1.573720,0.223230,3.542682
490.0000,1.565678,0.224502,3.524559
495.0000,1.557757,0.225744,3.506711
500.0000,1.549956,0.226948,3.489131
505.0000,1.542270,0.228124,3.471813
510.0000,1.534698,0.229275,3.454750
515.0000,1.527236,0.230395,3.437936
520.0000,1.519882,0.231483,3.421366
525.0000,1.512633,0.232534,3.405033
530.0000,1.505487,0.233550,3.388931
535.0000,1.498441,0.234540,3.373056
540.0000,1.491493,0.235496,3.357402
545.0000,1.484641,0.236429,3.341964
550.0000,1.477883,0.237334,3.326737
555.0000,1.471216,0.238218,3.311716
560.0000,1.464638,0.239081,3.296896
565.0000,1.458148,0.239936,3.282274
570.0000,1.451744,0.240775,3.267845
575.0000,1.445423,0.241587,3.253604
580.0000,1.439184,0.242376,3.239548
585.0000,1.433025,0.243132,3.225673
590.0000,1.426944,0.243867,3.211974
595.0000,1.420940,0.244576,3.198449
600.0000,1.415012,0.245267,3.185093
605.0000,1.409156,0.245938,3.171902
610.0000,1.403373,0.246593,3.158875
615.0000,1.397661,0.247232,3.146006
620.0000,1.392018,0.247859,3.133294
625.0000,1.386443,0.248474,3.120734
630.0000,1.380934,0.249084,3.108324
635.0000,1.375490,0.249690,3.096061
640.0000,1.370110,0.250309,3.083943
645.0000,1.364793,0.250945,3.071965
650.0000,1.359537,0.251620,3.060126
655.0000,1.354341,0.252377,3.048422
660.0000,1.349205,0.253107,3.036852
665.0000,1.344126,0.253785,3.025413
670.0000,1.339105,0.254418,3.014102
675.0000,1.334139,0.254971,3.002917
680.0000,1.329228,0.255489,2.991855
685.0000,1.324371,0.255956,2.980915
690.0000,1.319567,0.256407,2.970094
695.0000,1.314815,0.256815,2.959390
700.0000,1.310114,0.257205,2.948801
705.0000,1.305463,0.257572,2.938324
710.0000,1.300861,0.257914,2.927959
715.0000,1.296307,0.258239,2.917702
720.0000,1.291801,0.258525,2.907553
725.0000,1.287341,0.258803,2.897509
730.0000,1.282927,0.259042,2.887568
735.0000,1.278559,0.259272,2.877729
