Energy[eV];Delta;Beta
32,82791;0,27229;0,40117
32,84561;0,27242;0,40041
32,86333;0,27255;0,39965
32,88107;0,27268;0,39889
32,89883;0,27281;0,39813
32,91661;0,27294;0,39736
32,93441;0,27307;0,3966
32,95222;0,2732;0,39584
32,97006;0,27333;0,39508
32,98792;0,27346;0,39432
33,00579;0,27359;0,39356
33,02369;0,27372;0,3928
33,0416;0,27385;0,39203
33,05953;0,27398;0,39127
33,07749;0,27411;0,39051
33,09546;0,27424;0,38975
33,11345;0,27437;0,38899
33,13146;0,2745;0,38823
33,14949;0,27463;0,38747
33,16754;0,27476;0,38671
33,18561;0,27489;0,38594
33,2037;0,27503;0,38518
33,22181;0,27516;0,38442
33,23994;0,27529;0,38366
33,25809;0,27542;0,3829
33,27626;0,27555;0,38214
33,29445;0,27568;0,38138
33,31266;0,27581;0,38061
33,33089;0,27576;0,3798
33,34914;0,2757;0,37899
33,36741;0,27565;0,37817
33,3857;0,27559;0,37736
33,40401;0,27554;0,37654
33,42233;0,27549;0,37573
33,44068;0,27543;0,37491
33,45905;0,27538;0,3741
33,47744;0,27532;0,37328
33,49585;0,27527;0,37247
33,51428;0,27522;0,37166
33,53273;0,27516;0,37084
33,5512;0,27511;0,37003
33,5697;0,27505;0,36921
33,58821;0,275;0,3684
33,60674;0,27494;0,36758
33,62529;0,27489;0,36677
33,64386;0,27484;0,36595
33,66246;0,27478;0,36514
33,68107;0,27473;0,36432
33,69971;0,27467;0,36351
33,71836;0,27462;0,3627
33,73704;0,27457;0,36188
33,75573;0,27451;0,36107
33,77445;0,27446;0,36025
33,79319;0,2744;0,35944
33,81195;0,27435;0,35862
33,83073;0,2743;0,35781
33,84953;0,27424;0,35699
33,86835;0,27409;0,35621
33,88719;0,27393;0,35544
33,90605;0,27376;0,35466
33,92494;0,2736;0,35388
33,94384;0,27344;0,35311
33,96277;0,27327;0,35233
33,98172;0,27311;0,35156
34,00069;0,27295;0,35078
34,01968;0,27278;0,35
34,03869;0,27262;0,34923
34,05772;0,27246;0,34845
34,07677;0,27229;0,34768
34,09585;0,27213;0,3469
34,11495;0,27197;0,34612
34,13406;0,2718;0,34535
34,1532;0,27164;0,34457
34,17236;0,27148;0,34379
34,19155;0,27131;0,34302
34,21075;0,27115;0,34224
34,22998;0,27099;0,34147
34,24922;0,27082;0,34069
34,26849;0,27066;0,33991
34,28778;0,2705;0,33914
34,30709;0,27033;0,33836
34,32643;0,27017;0,33758
34,34578;0,27001;0,33681
34,36516;0,26984;0,33603
34,38456;0,26968;0,33526
34,40398;0,26949;0,33449
34,42342;0,26924;0,33375
34,44289;0,26899;0,33301
34,46238;0,26873;0,33227
34,48189;0,26848;0,33153
34,50142;0,26822;0,33079
34,52097;0,26797;0,33005
34,54055;0,26772;0,32931
34,56015;0,26746;0,32857
34,57977;0,26721;0,32783
34,59941;0,26695;0,32709
34,61907;0,2667;0,32635
34,63876;0,26645;0,32561
34,65847;0,26619;0,32487
34,6782;0,26594;0,32413
34,69796;0,26568;0,3234
34,71773;0,26543;0,32266
34,73753;0,26518;0,32192
34,75736;0,26492;0,32118
34,7772;0,26467;0,32044
34,79707;0,26441;0,3197
34,81696;0,26416;0,31896
34,83687;0,26391;0,31822
34,85681;0,26365;0,31748
34,87676;0,2634;0,31674
34,89675;0,26315;0,316
34,91675;0,26289;0,31526
34,93678;0,26264;0,31452
34,95683;0,26238;0,31379
34,9769;0,26206;0,31316
34,997;0,26173;0,31253
35,01712;0,26141;0,3119
35,03726;0,26109;0,31127
35,05743;0,26076;0,31065
35,07762;0,26044;0,31002
35,09783;0,26012;0,30939
35,11806;0,25979;0,30876
35,13832;0,25947;0,30813
35,1586;0,25915;0,30751
35,17891;0,25882;0,30688
35,19924;0,2585;0,30625
35,21959;0,25818;0,30562
35,23997;0,25785;0,30499
35,26037;0,25753;0,30437
35,28079;0,25721;0,30374
35,30124;0,25689;0,30311
35,32171;0,25656;0,30248
35,34221;0,25624;0,30185
35,36272;0,25592;0,30122
35,38327;0,25559;0,3006
35,40383;0,25527;0,29997
35,42442;0,25495;0,29934
35,44504;0,25462;0,29871
35,46567;0,2543;0,29808
35,48634;0,25398;0,29746
35,50702;0,25365;0,29683
35,52773;0,25334;0,29621
35,54847;0,25303;0,29564
35,56923;0,25272;0,29506
35,59001;0,25242;0,29448
35,61082;0,25211;0,2939
35,63165;0,2518;0,29332
35,6525;0,2515;0,29274
35,67339;0,25119;0,29216
35,69429;0,25089;0,29158
35,71522;0,25058;0,291
35,73617;0,25027;0,29042
35,75715;0,24997;0,28984
35,77816;0,24966;0,28926
35,79918;0,24935;0,28868
35,82024;0,24905;0,2881
35,84131;0,24874;0,28752
35,86242;0,24843;0,28694
35,88354;0,24813;0,28636
35,9047;0,24782;0,28578
35,92587;0,24752;0,2852
35,94707;0,24721;0,28462
35,9683;0,2469;0,28404
35,98955;0,2466;0,28346
36,01083;0,24629;0,28288
36,03213;0,24598;0,2823
36,05346;0,24568;0,28172
36,07481;0,24537;0,28114
36,09619;0,24506;0,28056
36,1176;0,24475;0,28001
36,13902;0,24443;0,27945
36,16048;0,24412;0,27889
36,18196;0,2438;0,27833
36,20346;0,24348;0,27778
36,225;0,24317;0,27722
36,24655;0,24285;0,27666
36,26813;0,24254;0,2761
36,28974;0,24222;0,27555
36,31138;0,2419;0,27499
36,33304;0,24159;0,27443
36,35472;0,24127;0,27387
36,37643;0,24096;0,27331
36,39817;0,24064;0,27276
36,41993;0,24032;0,2722
36,44172;0,24001;0,27164
36,46354;0,23969;0,27108
36,48538;0,23938;0,27053
36,50725;0,23906;0,26997
36,52914;0,23874;0,26941
36,55106;0,23843;0,26885
36,57301;0,23811;0,2683
36,59498;0,2378;0,26774
36,61698;0,23748;0,26718
36,63901;0,23716;0,26662
36,66106;0,23685;0,26607
36,68314;0,23653;0,26551
36,70524;0,23619;0,26498
36,72738;0,23585;0,26444
36,74953;0,23551;0,2639
36,77172;0,23518;0,26337
36,79393;0,23484;0,26283
36,81617;0,2345;0,26229
36,83844;0,23416;0,26176
36,86073;0,23382;0,26122
36,88305;0,23349;0,26068
36,9054;0,23315;0,26015
36,92777;0,23281;0,25961
36,95017;0,23247;0,25907
36,9726;0,23213;0,25854
36,99506;0,2318;0,258
37,01754;0,23146;0,25747
37,04005;0,23112;0,25693
37,06259;0,23078;0,25639
37,08516;0,23044;0,25586
37,10775;0,23011;0,25532
37,13037;0,22977;0,25478
37,15302;0,22943;0,25425
37,17569;0,22909;0,25371
37,1984;0,22875;0,25317
37,22113;0,22842;0,25264
37,24389;0,22808;0,2521
37,26667;0,22774;0,25157
37,28949;0,22738;0,25105
37,31233;0,22702;0,25054
37,3352;0,22665;0,25003
37,3581;0,22629;0,24952
37,38103;0,22592;0,24901
37,40398;0,22556;0,2485
37,42696;0,2252;0,24799
37,44998;0,22483;0,24748
37,47302;0,22447;0,24697
37,49608;0,2241;0,24646
37,51918;0,22374;0,24595
37,5423;0,22337;0,24544
37,56546;0,22301;0,24493
37,58864;0,22265;0,24442
37,61185;0,22228;0,24391
37,63509;0,22192;0,2434
37,65836;0,22155;0,24289
37,68165;0,22119;0,24238
37,70498;0,22082;0,24187
37,72834;0,22046;0,24136
37,75172;0,2201;0,24085
37,77513;0,21973;0,24034
37,79857;0,21937;0,23983
37,82204;0,219;0,23932
37,84554;0,21864;0,23881
37,86907;0,21827;0,2383
37,89263;0,2179;0,23781
37,91622;0,21751;0,23733
37,93984;0,21713;0,23684
37,96348;0,21674;0,23635
37,98716;0,21636;0,23587
38,01086;0,21597;0,23538
38,0346;0,21559;0,23489
38,05836;0,2152;0,23441
38,08216;0,21482;0,23392
38,10598;0,21444;0,23343
38,12984;0,21405;0,23294
38,15372;0,21367;0,23246
38,17764;0,21328;0,23197
38,20158;0,2129;0,23148
38,22555;0,21251;0,231
38,24956;0,21213;0,23051
38,27359;0,21174;0,23002
38,29766;0,21136;0,22954
38,32175;0,21098;0,22905
38,34588;0,21059;0,22856
38,37003;0,21021;0,22808
38,39422;0,20982;0,22759
38,41843;0,20944;0,2271
38,44268;0,20905;0,22662
38,46696;0,20867;0,22613
38,49127;0,20828;0,22565
38,51561;0,20787;0,22518
38,53998;0,20745;0,22471
38,56438;0,20703;0,22424
38,58881;0,20662;0,22377
38,61327;0,2062;0,2233
38,63777;0,20578;0,22283
38,66229;0,20537;0,22237
38,68685;0,20495;0,2219
38,71143;0,20454;0,22143
38,73605;0,20412;0,22096
38,7607;0,2037;0,22049
38,78538;0,20329;0,22002
38,8101;0,20287;0,21955
38,83484;0,20245;0,21908
38,85962;0,20204;0,21862
38,88442;0,20162;0,21815
38,90926;0,20121;0,21768
38,93413;0,20079;0,21721
38,95904;0,20037;0,21674
38,98397;0,19996;0,21627
39,00894;0,19954;0,2158
39,03394;0,19913;0,21533
39,05897;0,19871;0,21487
39,08403;0,19829;0,2144
39,10912;0,19788;0,21393
39,13425;0,19739;0,21348
39,15941;0,19691;0,21302
39,1846;0,19642;0,21257
39,20983;0,19593;0,21212
39,23508;0,19545;0,21167
39,26037;0,19496;0,21122
39,28569;0,19447;0,21077
39,31105;0,19398;0,21032
39,33643;0,1935;0,20986
39,36185;0,19301;0,20941
39,38731;0,19252;0,20896
39,41279;0,19203;0,20851
39,43831;0,19155;0,20806
39,46386;0,19106;0,20761
39,48945;0,19057;0,20716
39,51507;0,19009;0,2067
39,54072;0,1896;0,20625
39,5664;0,18911;0,2058
39,59212;0,18862;0,20535
39,61787;0,18814;0,2049
39,64366;0,18765;0,20445
39,66948;0,18716;0,204
39,69533;0,18667;0,20354
39,72122;0,18619;0,20309
39,74714;0,18569;0,20267
39,77309;0,18512;0,20239
39,79908;0,18454;0,2021
39,8251;0,18397;0,20182
39,85116;0,1834;0,20154
39,87725;0,18283;0,20126
39,90337;0,18225;0,20097
39,92953;0,18168;0,20069
39,95572;0,18111;0,20041
39,98195;0,18054;0,20013
40,00821;0,17997;0,19985
40,03451;0,17939;0,19956
40,06084;0,17882;0,19928
40,0872;0,17825;0,199
40,1136;0,17768;0,19872
40,14004;0,1771;0,19843
40,16651;0,17653;0,19815
40,19301;0,17596;0,19787
40,21955;0,17539;0,19759
40,24612;0,17481;0,19731
40,27273;0,17424;0,19702
40,29938;0,17367;0,19674
40,32606;0,1731;0,19646
40,35278;0,17253;0,19618
40,37953;0,17195;0,19589
40,40631;0,17147;0,19567
40,43314;0,17103;0,19548
40,45999;0,17058;0,19528
40,48689;0,17013;0,19508
40,51382;0,16968;0,19488
40,54078;0,16923;0,19468
40,56778;0,16878;0,19448
40,59482;0,16833;0,19428
40,62189;0,16788;0,19408
40,649;0,16743;0,19388
40,67615;0,16699;0,19368
40,70333;0,16654;0,19348
40,73055;0,16609;0,19328
40,7578;0,16564;0,19308
40,78509;0,16519;0,19289
40,81242;0,16474;0,19269
40,83978;0,16429;0,19249
40,86718;0,16384;0,19229
40,89462;0,16339;0,19209
40,9221;0,16294;0,19189
40,94961;0,1625;0,19169
40,97716;0,16205;0,19149
41,00474;0,1616;0,19129
41,03236;0,16115;0,19109
41,06002;0,16074;0,19089
41,08772;0,16034;0,1907
41,11546;0,15994;0,1905
41,14323;0,15955;0,1903
41,17104;0,15915;0,1901
41,19889;0,15875;0,18991
41,22677;0,15836;0,18971
41,25469;0,15796;0,18951
41,28265;0,15756;0,18931
41,31065;0,15717;0,18912
41,33869;0,15677;0,18892
41,36676;0,15637;0,18872
41,39488;0,15597;0,18852
41,42303;0,15558;0,18833
41,45122;0,15518;0,18813
41,47944;0,15478;0,18793
41,50771;0,15439;0,18774
41,53602;0,15399;0,18754
41,56436;0,15359;0,18734
41,59274;0,1532;0,18714
41,62116;0,1528;0,18695
41,64962;0,1524;0,18675
41,67812;0,152;0,18655
41,70666;0,15161;0,18635
41,73524;0,15123;0,18616
41,76385;0,15085;0,18596
41,79251;0,15046;0,18577
41,8212;0,15008;0,18557
41,84994;0,1497;0,18537
41,87871;0,14932;0,18518
41,90752;0,14894;0,18498
41,93638;0,14855;0,18479
41,96527;0,14817;0,18459
41,9942;0,14779;0,1844
42,02317;0,14741;0,1842
42,05219;0,14703;0,184
42,08124;0,14665;0,18381
42,11033;0,14626;0,18361
42,13946;0,14588;0,18342
42,16864;0,1455;0,18322
42,19785;0,14512;0,18302
42,2271;0,14474;0,18283
42,2564;0,14435;0,18263
42,28573;0,14397;0,18244
42,31511;0,14359;0,18224
42,34453;0,14321;0,18205
42,37399;0,14283;0,18185
42,40348;0,14244;0,18166
42,43302;0,14206;0,18146
42,46261;0,14167;0,18127
42,49223;0,14129;0,18107
42,52189;0,1409;0,18088
42,5516;0,14052;0,18069
42,58134;0,14013;0,18049
42,61113;0,13975;0,1803
42,64096;0,13936;0,1801
42,67084;0,13898;0,17991
42,70075;0,13859;0,17971
42,73071;0,13821;0,17952
42,7607;0,13782;0,17933
42,79074;0,13744;0,17913
42,82083;0,13705;0,17894
42,85095;0,13667;0,17874
42,88112;0,13628;0,17855
42,91133;0,1359;0,17836
42,94158;0,13551;0,17816
42,97187;0,13513;0,17797
43,00221;0,13474;0,17777
43,03259;0,13436;0,17758
43,06302;0,13397;0,17739
43,09348;0,13355;0,17723
43,12399;0,13312;0,17708
43,15454;0,1327;0,17692
43,18514;0,13228;0,17677
43,21578;0,13185;0,17661
43,24646;0,13143;0,17646
43,27719;0,131;0,17631
43,30796;0,13058;0,17615
43,33877;0,13015;0,176
43,36963;0,12973;0,17584
43,40053;0,12931;0,17569
43,43148;0,12888;0,17553
43,46247;0,12846;0,17538
43,49351;0,12803;0,17523
43,52458;0,12761;0,17507
43,55571;0,12718;0,17492
43,58688;0,12676;0,17476
43,61809;0,12634;0,17461
43,64935;0,12591;0,17445
43,68065;0,12549;0,1743
43,71199;0,12506;0,17414
43,74339;0,12464;0,17399
43,77482;0,12424;0,17387
43,80631;0,12386;0,17379
43,83783;0,12349;0,1737
43,86941;0,12311;0,17362
43,90103;0,12274;0,17353
43,93269;0,12236;0,17345
43,9644;0,12199;0,17336
43,99616;0,12161;0,17328
44,02796;0,12123;0,17319
44,0598;0,12086;0,17311
44,0917;0,12048;0,17302
44,12364;0,12011;0,17294
44,15562;0,11973;0,17285
44,18766;0,11936;0,17277
44,21974;0,11898;0,17268
44,25186;0,1186;0,1726
44,28403;0,11823;0,17251
44,31625;0,11785;0,17243
44,34852;0,11748;0,17234
44,38083;0,1171;0,17226
44,41319;0,11673;0,17217
44,4456;0,11635;0,17209
44,47806;0,11599;0,172
44,51056;0,11564;0,17192
44,54311;0,1153;0,17183
44,57571;0,11495;0,17175
44,60835;0,1146;0,17166
44,64105;0,11426;0,17158
44,67379;0,11391;0,17149
44,70658;0,11357;0,17141
44,73941;0,11322;0,17132
44,7723;0,11288;0,17124
44,80523;0,11253;0,17115
44,83821;0,11219;0,17107
44,87125;0,11184;0,17098
44,90433;0,1115;0,1709
44,93745;0,11115;0,17081
44,97063;0,11081;0,17072
45,00386;0,11046;0,17064
45,03713;0,11012;0,17055
45,07046;0,10977;0,17047
45,10383;0,10943;0,17038
45,13726;0,10908;0,1703
45,17073;0,10874;0,17021
45,20425;0,10839;0,17013
45,23783;0,10806;0,17004
45,27145;0,10772;0,16996
45,30512;0,10738;0,16987
45,33884;0,10704;0,16978
45,37262;0,1067;0,1697
45,40644;0,10636;0,16961
45,44031;0,10602;0,16953
45,47424;0,10568;0,16944
45,50821;0,10534;0,16936
45,54224;0,10501;0,16927
45,57632;0,10467;0,16918
45,61044;0,10433;0,1691
45,64462;0,10399;0,16901
45,67885;0,10365;0,16893
45,71314;0,10331;0,16884
45,74747;0,10297;0,16876
45,78185;0,10263;0,16867
45,81629;0,10229;0,16858
45,85078;0,10196;0,1685
45,88532;0,10162;0,16841
45,91991;0,10128;0,16833
45,95456;0,1009;0,16824
45,98925;0,10052;0,16815
46,024;0,10015;0,16807
46,0588;0,09977;0,16798
46,09366;0,09939;0,1679
46,12857;0,09902;0,16781
46,16353;0,09864;0,16772
46,19854;0,09827;0,16764
46,23361;0,09789;0,16755
46,26873;0,09751;0,16747
46,3039;0,09714;0,16738
46,33913;0,09676;0,16729
46,37441;0,09638;0,16721
46,40974;0,09601;0,16712
46,44513;0,09563;0,16703
46,48057;0,09526;0,16695
46,51607;0,09488;0,16686
46,55162;0,0945;0,16678
46,58722;0,09413;0,16669
46,62288;0,09375;0,1666
46,6586;0,09337;0,16652
46,69436;0,09293;0,16657
46,73019;0,09248;0,16662
46,76607;0,09203;0,16667
46,802;0,09158;0,16672
46,83799;0,09113;0,16677
46,87403;0,09068;0,16683
46,91013;0,09024;0,16688
46,94629;0,08979;0,16693
46,9825;0,08934;0,16698
47,01877;0,08889;0,16704
47,05509;0,08844;0,16709
47,09147;0,08799;0,16714
47,1279;0,08754;0,16719
47,1644;0,08709;0,16725
47,20095;0,08664;0,1673
47,23755;0,0862;0,16735
47,27421;0,08575;0,1674
47,31093;0,0853;0,16745
47,34771;0,08485;0,16751
47,38454;0,0844;0,16756
47,42143;0,08398;0,16763
47,45838;0,08367;0,16777
47,49539;0,08336;0,16792
47,53245;0,08305;0,16806
47,56957;0,08274;0,16821
47,60675;0,08244;0,16835
47,64399;0,08213;0,16849
47,68129;0,08182;0,16864
47,71864;0,08151;0,16878
47,75605;0,0812;0,16893
47,79352;0,08089;0,16907
47,83105;0,08059;0,16921
47,86864;0,08028;0,16936
47,90629;0,07997;0,1695
47,944;0,07966;0,16965
47,98177;0,07935;0,16979
48,0196;0,07905;0,16993
48,05748;0,07874;0,17008
48,09543;0,07843;0,17022
48,13343;0,07812;0,17037
48,1715;0,07781;0,17051
48,20963;0,07757;0,17066
48,24782;0,07734;0,17081
48,28606;0,07712;0,17096
48,32437;0,07689;0,17111
48,36274;0,07667;0,17126
48,40117;0,07645;0,1714
48,43966;0,07622;0,17155
48,47822;0,076;0,1717
48,51683;0,07577;0,17185
48,5555;0,07555;0,172
48,59424;0,07533;0,17215
48,63304;0,0751;0,1723
48,6719;0,07488;0,17245
48,71083;0,07465;0,1726
48,74981;0,07443;0,17275
48,78886;0,0742;0,17289
48,82797;0,07398;0,17304
48,86714;0,07376;0,17319
48,90638;0,07353;0,17334
48,94568;0,07331;0,17349
48,98504;0,07312;0,17364
49,02447;0,07296;0,1738
49,06396;0,07279;0,17395
49,10351;0,07263;0,17411
49,14313;0,07246;0,17426
49,18281;0,0723;0,17441
49,22255;0,07213;0,17457
49,26236;0,07197;0,17472
49,30224;0,0718;0,17488
49,34218;0,07164;0,17503
49,38218;0,07147;0,17518
49,42225;0,07131;0,17534
49,46238;0,07114;0,17549
49,50258;0,07097;0,17565
49,54284;0,07081;0,1758
49,58317;0,07064;0,17596
49,62357;0,07048;0,17611
49,66403;0,07031;0,17626
49,70455;0,07015;0,17642
49,74515;0,06998;0,17657
49,78581;0,06987;0,17672
49,82653;0,06977;0,17687
49,86733;0,06967;0,17702
49,90819;0,06957;0,17716
49,94911;0,06947;0,17731
49,99011;0,06937;0,17746
50,03117;0,06927;0,17761
50,0723;0,06916;0,17775
50,11349;0,06906;0,1779
50,15476;0,06896;0,17805
50,19609;0,06886;0,1782
50,23749;0,06876;0,17834
50,27896;0,06866;0,17849
50,3205;0,06856;0,17864
50,3621;0,06846;0,17879
50,40378;0,06836;0,17893
50,44552;0,06826;0,17908
50,48733;0,06816;0,17923
50,52922;0,06805;0,17938
50,57117;0,06796;0,17952
50,61319;0,0679;0,17966
50,65528;0,06783;0,17979
50,69744;0,06776;0,17993
50,73967;0,0677;0,18006
50,78198;0,06763;0,1802
50,82435;0,06757;0,18034
50,86679;0,0675;0,18047
50,90931;0,06743;0,18061
50,95189;0,06737;0,18074
50,99455;0,0673;0,18088
51,03728;0,06723;0,18102
51,08008;0,06717;0,18115
51,12295;0,0671;0,18129
51,16589;0,06703;0,18143
51,20891;0,06697;0,18156
51,252;0,0669;0,1817
51,29516;0,06683;0,18183
51,33839;0,06677;0,18197
51,3817;0,06671;0,18211
51,42508;0,06668;0,18225
51,46853;0,06666;0,18239
51,51206;0,06664;0,18253
51,55566;0,06661;0,18267
51,59934;0,06659;0,18281
51,64308;0,06657;0,18295
51,68691;0,06654;0,18309
51,7308;0,06652;0,18323
51,77478;0,0665;0,18337
51,81882;0,06647;0,18351
51,86294;0,06645;0,18365
51,90714;0,06643;0,18379
51,95141;0,0664;0,18393
51,99576;0,06638;0,18407
52,04018;0,06636;0,18421
52,08468;0,06633;0,18435
52,12926;0,06631;0,18449
52,17391;0,06629;0,18463
52,21864;0,06628;0,18477
52,26345;0,06632;0,18492
52,30833;0,06636;0,18506
52,35329;0,0664;0,18521
52,39832;0,06644;0,18535
52,44344;0,06648;0,1855
52,48863;0,06652;0,18564
52,5339;0,06656;0,18579
52,57925;0,0666;0,18593
52,62468;0,06664;0,18608
52,67018;0,06668;0,18622
52,71576;0,06672;0,18637
52,76143;0,06676;0,18651
52,80717;0,0668;0,18666
52,85299;0,06684;0,1868
52,89889;0,06688;0,18695
52,94487;0,06692;0,18709
52,99093;0,06696;0,18724
53,03708;0,067;0,18738
53,0833;0,06711;0,18752
53,1296;0,06726;0,18766
53,17598;0,0674;0,18781
53,22245;0,06755;0,18795
53,26899;0,06769;0,18809
53,31562;0,06784;0,18823
53,36233;0,06799;0,18837
53,40912;0,06813;0,18852
53,45599;0,06828;0,18866
53,50294;0,06842;0,1888
53,54998;0,06857;0,18894
53,5971;0,06871;0,18908
53,6443;0,06886;0,18922
53,69159;0,06901;0,18937
53,73896;0,06915;0,18951
53,78641;0,0693;0,18965
53,83395;0,06944;0,18979
53,88157;0,06959;0,18993
53,92928;0,06975;0,19001
53,97707;0,06992;0,18999
54,02494;0,07009;0,18998
54,0729;0,07026;0,18997
54,12095;0,07043;0,18995
54,16908;0,0706;0,18994
54,2173;0,07077;0,18993
54,2656;0,07095;0,18991
54,31399;0,07112;0,1899
54,36246;0,07129;0,18988
54,41102;0,07146;0,18987
54,45967;0,07163;0,18986
54,50841;0,0718;0,18984
54,55723;0,07198;0,18983
54,60614;0,07215;0,18981
54,65514;0,07232;0,1898
54,70423;0,07249;0,18979
54,7534;0,07266;0,18977
54,80266;0,07283;0,18976
54,85201;0,07298;0,18974
54,90145;0,07314;0,18973
54,95098;0,0733;0,18972
55,0006;0,07346;0,1897
55,05031;0,07361;0,18969
55,10011;0,07377;0,18967
55,15;0,07393;0,18966
55,19998;0,07409;0,18965
55,25005;0,07424;0,18963
55,30021;0,0744;0,18962
55,35046;0,07456;0,1896
55,40081;0,07471;0,18959
55,45124;0,07487;0,18958
