Energy[eV];Delta;Beta
110,85653;0,06093;0,02368
111,05865;0,06064;0,0235
111,26152;0,06035;0,02334
111,46512;0,06005;0,02317
111,66947;0,05976;0,023
111,87458;0,05947;0,02283
112,08044;0,05918;0,02266
112,28705;0,05888;0,0225
112,49443;0,05859;0,02233
112,70258;0,0583;0,02216
112,9115;0,05801;0,022
113,12119;0,05772;0,02184
113,33167;0,05743;0,02168
113,54293;0,05713;0,02153
113,75498;0,05684;0,02137
113,96782;0,05655;0,02121
114,18146;0,05626;0,02105
114,39591;0,05597;0,0209
114,61116;0,05568;0,02074
114,82722;0,05539;0,02059
115,0441;0,0551;0,02044
115,2618;0,05481;0,02029
115,48032;0,05453;0,02014
115,69967;0,05424;0,02
115,91986;0,05395;0,01985
116,14089;0,05366;0,0197
116,36277;0,05337;0,01955
116,58549;0,05308;0,0194
116,80907;0,05279;0,01926
117,0335;0,0525;0,01912
117,2588;0,05222;0,01898
117,48497;0,05193;0,01884
117,71202;0,05164;0,01869
117,93994;0,05135;0,01855
118,16875;0,05106;0,01841
118,39844;0,05077;0,01827
118,62903;0,05048;0,01814
118,86053;0,05019;0,01801
119,09292;0,04991;0,01788
119,32623;0,04962;0,01776
119,56045;0,04933;0,01763
119,7956;0,04904;0,0175
120,03167;0,04875;0,01737
120,26867;0,04847;0,01724
120,50661;0,04818;0,01712
120,7455;0,04789;0,017
120,98533;0,0476;0,01687
121,22612;0,04731;0,01675
121,46787;0,04702;0,01663
121,71058;0,04673;0,0165
121,95427;0,04644;0,01638
122,19893;0,04615;0,01626
122,44458;0,04584;0,01614
122,69122;0,04553;0,01602
122,93885;0,04522;0,01591
123,18749;0,04491;0,01579
123,43713;0,0446;0,01567
123,68779;0,04429;0,01556
123,93946;0,04398;0,01544
124,19217;0,04368;0,01533
124,4459;0,04338;0,01527
124,70068;0,04309;0,01522
124,9565;0,04279;0,01516
125,21337;0,0425;0,0151
125,4713;0,0422;0,01504
125,73029;0,04191;0,01499
125,99036;0,04161;0,01493
126,2515;0,04133;0,01487
126,51373;0,04106;0,01481
126,77705;0,04079;0,01476
127,04147;0,04053;0,0147
127,30699;0,04026;0,01464
127,57363;0,03999;0,01459
127,84139;0,03972;0,01453
128,11027;0,03946;0,01447
128,38028;0,0392;0,01441
128,65144;0,03894;0,01436
128,92374;0,03869;0,0143
129,1972;0,03843;0,01425
129,47182;0,03817;0,01419
129,74762;0,03792;0,01413
130,02458;0,03766;0,01408
130,30274;0,03741;0,01402
130,58209;0,03715;0,01397
130,86263;0,0369;0,01392
131,14439;0,03664;0,01387
131,42736;0,03639;0,01382
131,71155;0,03613;0,01377
131,99698;0,03588;0,01371
132,28365;0,03563;0,01366
132,57156;0,03538;0,01362
132,86073;0,03514;0,01358
133,15116;0,0349;0,01354
133,44287;0,03466;0,01351
133,73586;0,03442;0,01347
134,03014;0,03418;0,01343
134,32571;0,03394;0,01339
134,62259;0,0337;0,01336
134,92079;0,03347;0,01332
135,22031;0,03324;0,01328
135,52116;0,03301;0,01324
135,82336;0,03279;0,01321
136,12691;0,03256;0,01317
136,43181;0,03233;0,01313
136,73809;0,0321;0,0131
137,04574;0,03188;0,01306
137,35478;0,03166;0,01302
137,66522;0,03144;0,01298
137,97706;0,03122;0,01295
138,29032;0,03099;0,01291
138,60501;0,03077;0,01287
138,92113;0,03055;0,01284
139,2387;0,03033;0,0128
139,55772;0,03011;0,01276
139,8782;0,02989;0,01272
140,20017;0,02967;0,01269
140,52361;0,02945;0,01265
140,84856;0,02923;0,01261
141,17501;0,02901;0,01258
141,50297;0,02878;0,01255
141,83247;0,02856;0,01253
142,1635;0,02833;0,0125
142,49608;0,02811;0,01248
142,83022;0,02788;0,01246
143,16593;0,02766;0,01243
143,50323;0,02744;0,01241
143,84211;0,02723;0,0124
144,1826;0,02702;0,01239
144,52471;0,02681;0,01238
144,86844;0,02661;0,01236
145,21382;0,0264;0,01235
145,56084;0,02619;0,01234
145,90953;0,02599;0,01233
146,25989;0,02579;0,01232
146,61193;0,02559;0,01231
146,96568;0,0254;0,0123
147,32114;0,0252;0,01228
147,67832;0,025;0,01227
148,03723;0,0248;0,01226
148,3979;0,02461;0,01225
148,76033;0,02442;0,01224
149,12453;0,02422;0,01223
149,49052;0,02403;0,01221
149,85831;0,02383;0,0122
150,22792;0,02364;0,01219
150,59935;0,02345;0,01218
150,97262;0,02326;0,01218
151,34775;0,02307;0,01218
151,72475;0,02287;0,01218
152,10363;0,02268;0,01218
152,48441;0,02249;0,01218
152,8671;0,0223;0,01218
153,25171;0,02212;0,01218
153,63826;0,02195;0,01219
154,02677;0,02177;0,01219
154,41725;0,02159;0,0122
154,80972;0,02142;0,01221
155,20418;0,02124;0,01221
155,60066;0,02107;0,01222
155,99917;0,0209;0,01222
156,39973;0,02073;0,01223
156,80235;0,02056;0,01223
157,20705;0,0204;0,01224
157,61384;0,02023;0,01224
158,02274;0,02006;0,01225
158,43377;0,0199;0,01225
158,84695;0,01974;0,01226
159,26228;0,01957;0,01226
159,67979;0,01941;0,01227
160,0995;0,01925;0,01227
160,52142;0,01909;0,01228
160,94557;0,01893;0,01229
161,37197;0,01876;0,0123
161,80063;0,0186;0,01231
162,23157;0,01844;0,01232
162,66482;0,01828;0,01233
163,10039;0,01812;0,01234
163,53829;0,01797;0,01236
163,97856;0,01782;0,01238
164,4212;0,01767;0,0124
164,86623;0,01752;0,01242
165,31369;0,01737;0,01244
165,76357;0,01722;0,01246
166,21592;0,01709;0,01249
166,67074;0,01695;0,01251
167,12805;0,01681;0,01253
167,58788;0,01668;0,01255
168,05025;0,01654;0,01257
168,51518;0,0164;0,01259
168,98268;0,01628;0,01261
169,45279;0,01615;0,01264
169,92552;0,01602;0,01266
170,4009;0,0159;0,01268
170,87894;0,01577;0,0127
171,35967;0,01565;0,01272
171,84312;0,01553;0,01274
172,3293;0,01542;0,01277
172,81824;0,0153;0,01279
173,30996;0,01518;0,01281
173,80449;0,01507;0,01283
174,30184;0,01496;0,01285
174,80206;0,01485;0,01286
175,30515;0,01474;0,01288
175,81115;0,01463;0,01289
176,32007;0,01452;0,01291
176,83195;0,01441;0,01292
177,34681;0,01431;0,01294
177,86468;0,01421;0,01296
178,38558;0,0141;0,01297
178,90955;0,014;0,01299
179,43659;0,0139;0,013
179,96676;0,0138;0,01302
180,50006;0,0137;0,01304
181,03654;0,0136;0,01305
181,57621;0,0135;0,01307
182,11911;0,01341;0,01308
182,66527;0,01331;0,0131
183,21471;0,01322;0,01312
183,76747;0,01313;0,01313
184,32358;0,01304;0,01315
184,88306;0,01295;0,01317
185,44594;0,01287;0,01318
186,01227;0,01279;0,0132
186,58206;0,01272;0,01322
187,15536;0,01264;0,01323
187,73219;0,01257;0,01325
188,31258;0,01249;0,01327
188,89658;0,01242;0,01327
189,48421;0,01236;0,01327
190,0755;0,01229;0,01326
190,6705;0,01222;0,01326
191,26924;0,01215;0,01326
191,87174;0,01208;0,01325
192,47806;0,01201;0,01325
193,08822;0,01193;0,01324
193,70226;0,01186;0,01323
194,32022;0,01179;0,01323
194,94213;0,01171;0,01322
195,56804;0,01164;0,01321
196,19798;0,01157;0,01321
196,83199;0,01149;0,0132
197,47011;0,01142;0,01319
198,11238;0,01134;0,01319
198,75885;0,01127;0,01318
199,40954;0,0112;0,01317
200,06451;0,01113;0,01317
200,7238;0,01105;0,01316
201,38745;0,01098;0,01315
202,0555;0,01091;0,01314
202,728;0,01083;0,01314
203,40499;0,01076;0,01313
204,08651;0,01069;0,01312
204,77262;0,01061;0,01312
205,46336;0,01054;0,01312
206,15877;0,01047;0,01312
206,85891;0,01039;0,01312
207,56381;0,01032;0,01312
208,27354;0,01026;0,01313
208,98814;0,01019;0,01313
209,70766;0,01013;0,01314
210,43215;0,01006;0,01314
211,16166;0,01;0,01314
211,89625;0,00995;0,01315
212,63597;0,00989;0,01315
213,38087;0,00983;0,01315
214,13101;0,00978;0,01316
214,88644;0,00973;0,01316
215,64722;0,00968;0,01317
216,41341;0,00963;0,01317
217,18506;0,00958;0,01317
217,96223;0,00953;0,01318
218,74499;0,0095;0,01318
219,53338;0,00947;0,01318
220,32748;0,00943;0,01318
221,12735;0,0094;0,01318
221,93305;0,00936;0,01317
222,74463;0,00933;0,01316
223,56218;0,00929;0,01315
224,38575;0,00926;0,01314
225,21541;0,00922;0,01313
226,05122;0,00919;0,01312
226,89327;0,00915;0,01311
227,74161;0,00912;0,0131
228,59632;0,00909;0,01309
229,45746;0,00906;0,01308
230,32512;0,00903;0,01307
231,19937;0,009;0,01306
232,08028;0,00897;0,01305
232,96793;0,00896;0,01304
233,86239;0,00894;0,01303
234,76375;0,00892;0,01302
235,67209;0,0089;0,01301
236,58748;0,0089;0,01299
237,51001;0,0089;0,01297
238,43976;0,0089;0,01294
239,37682;0,0089;0,01292
240,32127;0,0089;0,01288
241,27321;0,00888;0,01284
242,23271;0,00887;0,01279
243,19988;0,00886;0,01274
244,1748;0,00885;0,01269
245,15758;0,00883;0,01265
246,14829;0,00881;0,0126
247,14704;0,00879;0,01255
248,15394;0,00877;0,0125
249,16907;0,00875;0,01246
250,19254;0,00873;0,01241
251,22445;0,00871;0,01236
252,26491;0,00869;0,01232
253,31402;0,00867;0,01227
254,3719;0,00865;0,01222
255,43864;0,00863;0,01217
256,51438;0,00862;0,01212
257,59921;0,0086;0,01206
258,69326;0,00859;0,012
259,79664;0,00857;0,01194
260,90947;0,00855;0,01188
262,03188;0,00852;0,01182
263,16398;0,0085;0,01175
264,30591;0,00848;0,01169
265,4578;0,00845;0,01163
266,61976;0,00842;0,01156
267,79195;0,00839;0,0115
268,97449;0,00836;0,01144
270,16751;0,00833;0,01138
271,37117;0,00829;0,01131
272,5856;0,00826;0,01125
273,81095;0,00823;0,01119
275,04737;0,00819;0,01112
276,295;0,00816;0,01106
277,554;0,00812;0,011
278,82453;0,00809;0,01094
280,10675;0,00805;0,01088
281,40081;0,00801;0,01082
282,70689;0,00798;0,01076
284,02514;0,00794;0,0107
285,35575;0,0079;0,01064
286,69888;0,00787;0,01058
288,05472;0,00783;0,01052
289,42344;0,00779;0,01046
290,80523;0,00776;0,01041
292,20028;0,00772;0,01035
293,60877;0,00769;0,01029
295,03092;0,00765;0,01023
296,4669;0,00761;0,01017
297,91693;0,00758;0,01011
299,38122;0,00754;0,01006
300,85997;0,0075;0,01
302,35341;0,00747;0,00994
303,86174;0,00743;0,00988
305,3852;0,00739;0,00983
306,92401;0,00736;0,00977
308,4784;0,00732;0,00971
310,04862;0,00729;0,00966
311,63491;0,00725;0,0096
313,23752;0,00722;0,00954
314,85669;0,00718;0,00949
316,49269;0,00715;0,00943
318,14578;0,00711;0,00937
319,81622;0,00708;0,00932
321,50431;0,00704;0,00926
323,2103;0,00701;0,0092
324,9345;0,00698;0,00915
326,6772;0,00694;0,00909
328,43868;0,00691;0,00903
330,21927;0,00688;0,00898
332,01927;0,00684;0,00892
333,839;0,00681;0,00887
335,67878;0,00678;0,00881
337,53896;0,00675;0,00875
339,41987;0,00671;0,0087
341,32185;0,00668;0,00864
343,24528;0,00665;0,00859
345,1905;0,00662;0,00853
347,1579;0,00659;0,00847
349,14785;0,00656;0,00842
351,16075;0,00653;0,00836
353,19699;0,0065;0,00831
355,25699;0,00647;0,00825
357,34115;0,00645;0,0082
359,44991;0,00642;0,00814
361,58371;0,00639;0,00809
363,743;0,00637;0,00803
365,92822;0,00634;0,00797
368,13987;0,00632;0,00792
370,37841;0,00629;0,00786
372,64434;0,00627;0,00781
374,93816;0,00625;0,00775
377,2604;0,00623;0,0077
379,61159;0,00621;0,00764
381,99227;0,00619;0,00759
384,40299;0,00618;0,00753
386,84434;0,00617;0,00747
389,31689;0,00617;0,00741
391,82126;0,00616;0,00735
394,35805;0,00616;0,00728
396,9279;0,00616;0,0072
399,53147;0,00615;0,00712
402,16942;0,00614;0,00703
404,84244;0,00613;0,00694
407,55122;0,00611;0,00685
410,2965;0,00608;0,00676
413,07901;0,00606;0,00667
415,89952;0,00603;0,00658
418,75882;0,006;0,0065
421,6577;0,00597;0,00641
424,59699;0,00594;0,00632
427,57755;0,0059;0,00624
430,60026;0,00587;0,00615
433,666;0,00583;0,00607
436,77571;0,0058;0,00598
439,93035;0,00576;0,0059
443,13088;0,00572;0,00582
446,37832;0,00569;0,00573
449,67371;0,00565;0,00565
453,01812;0,00561;0,00557
456,41265;0,00557;0,00548
459,85844;0,00553;0,0054
463,35665;0,00548;0,00531
466,90849;0,00544;0,00523
470,5152;0,00539;0,00515
474,17807;0,00535;0,00507
477,89842;0,0053;0,00498
481,6776;0,00525;0,0049
485,51704;0,0052;0,00482
489,41817;0,00515;0,00474
493,3825;0,0051;0,00466
497,41159;0,00504;0,00459
501,50701;0,00499;0,00451
505,67044;0,00493;0,00443
509,90357;0,00487;0,00436
514,20818;0,0048;0,00428
518,58608;0,00473;0,00421
523,03917;0,00466;0,00415
527,5694;0,00459;0,0041
532,17879;0,00452;0,00406
536,86943;0,00446;0,00403
541,6435;0,00441;0,004
546,50324;0,00438;0,00397
551,45097;0,00435;0,00394
556,4891;0,00433;0,00389
561,62014;0,00432;0,00384
566,84669;0,0043;0,00377
572,17142;0,00428;0,0037
577,59715;0,00426;0,00362
583,12675;0,00422;0,00355
588,76326;0,00419;0,00347
594,5098;0,00415;0,0034
600,36961;0,00411;0,00333
606,34609;0,00407;0,00325
612,44276;0,00403;0,00318
618,66327;0,00399;0,00311
625,01144;0,00395;0,00304
631,49124;0,0039;0,00297
638,10681;0,00386;0,0029
644,86245;0,00382;0,00282
651,76267;0,00377;0,00275
658,81216;0,00372;0,00267
666,01581;0,00367;0,0026
673,37873;0,00361;0,00253
680,90627;0,00356;0,00246
688,60401;0,0035;0,00239
696,47779;0,00344;0,00233
704,53371;0,00338;0,00227
712,77817;0,00332;0,00221
721,21788;0,00326;0,00216
729,85984;0,00321;0,00211
738,71141;0,00316;0,00206
747,78033;0,00311;0,002
757,07468;0,00306;0,00195
766,60298;0,00301;0,0019
776,37418;0,00297;0,00185
786,39768;0,00293;0,00179
796,6834;0,00289;0,00173
807,24174;0,00284;0,00167
818,08369;0,00278;0,00161
829,22085;0,00273;0,00155
840,66542;0,00268;0,00149
852,43033;0,00262;0,00143
864,5292;0,00257;0,00138
876,97646;0,00251;0,00132
889,78739;0,00246;0,00127
902,97815;0,0024;0,00122
916,56589;0,00234;0,00117
930,56881;0,00229;0,00112
945,00622;0,00223;0,00107
959,89868;0,00218;0,00103
975,26804;0,00212;9,80122E-4
991,13757;0,00206;9,35558E-4
1007,53211;0,00201;8,92212E-4
1024,47814;0,00195;8,49614E-4
1042,00396;0,00189;8,07777E-4
1060,13985;0,00184;7,67151E-4
1078,91822;0,00178;7,27825E-4
1098,37384;0,00172;6,89836E-4
1118,54401;0,00167;6,5315E-4
1139,46884;0,00161;6,17889E-4
1161,19148;0,00156;5,83894E-4
1183,75845;0,0015;5,51123E-4
1207,21995;0,00145;5,19546E-4
1231,63025;0,00139;4,89136E-4
1257,04808;0,00134;4,59884E-4
1283,53715;0,00128;4,31546E-4
1311,16663;0,00123;4,04205E-4
1340,01178;0,00118;3,78128E-4
1370,15464;0,00113;3,53178E-4
1401,68481;0,00108;3,29291E-4
1434,70031;0,00103;3,06587E-4
1469,30863;9,76736E-4;2,84834E-4
1505,62789;9,27579E-4;2,64132E-4
1543,78818;8,78837E-4;2,44242E-4
1583,93313;8,30555E-4;2,25443E-4
1626,22169;7,82694E-4;2,07608E-4
1670,83027;7,35176E-4;1,90712E-4
1717,95517;6,87916E-4;1,74831E-4
1767,81549;6,40611E-4;1,59658E-4
1820,65652;5,92648E-4;1,45279E-4
1876,75378;5,43281E-4;1,31802E-4
1936,41782;4,91036E-4;1,19205E-4
2000;4,32033E-4;1,07479E-4
