PhotonEnergy_eV,GrazingAlpha_deg,DiffractionEfficiency,ExitAngle_beta_deg
625.0000,1.386443,0.238539,3.120734
630.0000,1.380934,0.239118,3.108324
635.0000,1.375490,0.239695,3.096061
640.0000,1.370110,0.240289,3.083943
645.0000,1.364793,0.240905,3.071965
650.0000,1.359537,0.241567,3.060126
655.0000,1.354341,0.242320,3.048422
660.0000,1.349205,0.243048,3.036852
665.0000,1.344126,0.243725,3.025413
670.0000,1.339105,0.244356,3.014102
675.0000,1.334139,0.244905,3.002917
680.0000,1.329228,0.245419,2.991855
685.0000,1.324371,0.245881,2.980915
690.0000,1.319567,0.246328,2.970094
695.0000,1.314815,0.246729,2.959390
700.0000,1.310114,0.247112,2.948801
705.0000,1.305463,0.247467,2.938324
710.0000,1.300861,0.247794,2.927959
715.0000,1.296307,0.248105,2.917702
720.0000,1.291801,0.248375,2.907553
725.0000,1.287341,0.248638,2.897509
730.0000,1.282927,0.248862,2.887568
735.0000,1.278559,0.249078,2.877729
740.0000,1.274235,0.249278,2.867989
745.0000,1.269954,0.249467,2.858348
750.0000,1.265716,0.249643,2.848804
755.0000,1.261521,0.249808,2.839354
760.0000,1.257366,0.249961,2.829998
765.0000,1.253253,0.250104,2.820733
770.0000,1.249180,0.250236,2.811560
775.0000,1.245146,0.250361,2.802475
780.0000,1.241151,0.250476,2.793477
785.0000,1.237194,0.250596,2.784566
790.0000,1.233275,0.250727,2.775739
795.0000,1.229392,0.250873,2.766996
800.0000,1.225547,0.251024,2.758335
805.0000,1.221737,0.251188,2.749755
810.0000,1.217962,0.251339,2.741254
815.0000,1.214222,0.251467,2.732832
820.0000,1.210517,0.251560,2.724486
825.0000,1.206845,0.251640,2.716217
830.0000,1.203206,0.251706,2.708023
835.0000,1.199600,0.251758,2.699902
840.0000,1.196026,0.251802,2.691854
845.0000,1.192484,0.251836,2.683878
850.0000,1.188974,0.251863,2.675972
855.0000,1.185494,0.251882,2.668135
860.0000,1.182044,0.251894,2.660367
865.0000,1.178625,0.251929,2.652666
870.0000,1.175235,0.251996,2.645032
875.0000,1.171874,0.252088,2.637464
880.0000,1.168542,0.252199,2.629960
885.0000,1.165238,0.252338,2.622519
890.0000,1.161961,0.252485,2.615142
895.0000,1.158713,0.252604,2.607826
900.0000,1.155491,0.252641,2.600572
905.0000,1.152296,0.252671,2.593377
910.0000,1.149128,0.252696,2.586242
915.0000,1.145985,0.252683,2.579166
920.0000,1.142868,0.252663,2.572147
925.0000,1.139777,0.252632,2.565186
930.0000,1.136710,0.252589,2.558280
935.0000,1.133668,0.252539,2.551430
940.0000,1.130651,0.252479,2.544635
945.0000,1.127657,0.252416,2.537894
950.0000,1.124687,0.252353,2.531206
955.0000,1.121740,0.252294,2.524571
960.0000,1.118816,0.252246,2.517987
965.0000,1.115915,0.252192,2.511455
970.0000,1.113037,0.252133,2.504973
975.0000,1.110181,0.252063,2.498542
980.0000,1.107346,0.251986,2.492159
985.0000,1.104533,0.251885,2.485826
990.0000,1.101742,0.251775,2.479540
995.0000,1.098971,0.251655,2.473302
1000.0000,1.096222,0.251533,2.467110
