PhotonEnergy_eV,GrazingAlpha_deg,DiffractionEfficiency,ExitAngle_beta_deg
50.0000,8.789173,0.063807,13.249896
55.0000,8.384574,0.069948,12.634159
60.0000,8.031147,0.079134,12.096985
65.0000,7.718942,0.092842,11.622975
70.0000,7.440524,0.105286,11.200647
75.0000,7.190208,0.114763,10.821244
80.0000,6.963564,0.125728,10.477955
85.0000,6.757083,0.134967,10.165393
90.0000,6.567942,0.151845,9.879230
95.0000,6.393843,0.166803,9.615949
100.0000,6.232892,0.179088,9.372654
105.0000,6.083513,0.191714,9.146938
110.0000,5.944384,0.202897,8.936781
115.0000,5.814384,0.213043,8.740475
120.0000,5.692555,0.222639,8.556561
125.0000,5.578076,0.231839,8.383789
130.0000,5.470237,0.241777,8.221076
135.0000,5.368420,0.250223,8.067484
140.0000,5.272085,0.255242,7.922191
145.0000,5.180756,0.258788,7.784475
150.0000,5.094014,0.259064,7.653701
155.0000,5.011488,0.258154,7.529303
160.0000,4.932848,0.253458,7.410780
165.0000,4.857796,0.246015,7.297683
170.0000,4.786070,0.236131,7.189612
175.0000,4.717429,0.222407,7.086203
180.0000,4.651660,0.209044,6.987132
185.0000,4.588566,0.196439,6.892104
190.0000,4.527973,0.185109,6.800850
195.0000,4.469718,0.175419,6.713127
200.0000,4.413655,0.167965,6.628714
205.0000,4.359650,0.162575,6.547407
210.0000,4.307580,0.158865,6.469020
215.0000,4.257332,0.157846,6.393383
220.0000,4.208803,0.157627,6.320338
225.0000,4.161896,0.157446,6.249741
230.0000,4.116523,0.157951,6.181458
235.0000,4.072603,0.159330,6.115366
240.0000,4.030059,0.160894,6.051349
245.0000,3.988821,0.162497,5.989301
250.0000,3.948824,0.164591,5.929124
255.0000,3.910006,0.167074,5.870725
260.0000,3.872311,0.169422,5.814018
265.0000,3.835685,0.171833,5.758923
270.0000,3.800079,0.174522,5.705365
275.0000,3.765447,0.177751,5.653275
280.0000,3.731745,0.180955,5.602585
285.0000,3.698932,0.183652,5.553235
290.0000,3.666970,0.186137,5.505167
295.0000,3.635822,0.188547,5.458325
300.0000,3.605454,0.190940,5.412660
305.0000,3.575835,0.193377,5.368121
310.0000,3.546934,0.195985,5.324664
315.0000,3.518723,0.198639,5.282246
320.0000,3.491174,0.201097,5.240826
325.0000,3.464262,0.203413,5.200365
330.0000,3.437964,0.205688,5.160827
335.0000,3.412255,0.207959,5.122177
340.0000,3.387114,0.210264,5.084383
345.0000,3.362521,0.212664,5.047413
350.0000,3.338456,0.215370,5.011238
355.0000,3.314901,0.218136,4.975830
360.0000,3.291837,0.220695,4.941162
365.0000,3.269248,0.222989,4.907209
370.0000,3.247118,0.225093,4.873946
375.0000,3.225431,0.227092,4.841351
380.0000,3.204173,0.229018,4.809400
385.0000,3.183330,0.230900,4.778075
390.0000,3.162888,0.232763,4.747353
395.0000,3.142835,0.234646,4.717216
400.0000,3.123159,0.236639,4.687647
405.0000,3.103848,0.238753,4.658626
410.0000,3.084890,0.240719,4.630138
415.0000,3.066276,0.242494,4.602166
420.0000,3.047995,0.244063,4.574695
425.0000,3.030037,0.245517,4.547710
430.0000,3.012392,0.246893,4.521197
435.0000,2.995052,0.248204,4.495143
440.0000,2.978009,0.249452,4.469534
445.0000,2.961253,0.250695,4.444357
450.0000,2.944776,0.251941,4.419601
455.0000,2.928572,0.253199,4.395255
460.0000,2.912632,0.254303,4.371306
465.0000,2.896950,0.255319,4.347745
470.0000,2.881518,0.256240,4.324560
475.0000,2.866331,0.257061,4.301743
480.0000,2.851381,0.257827,4.279283
485.0000,2.836662,0.258531,4.257171
490.0000,2.822169,0.259169,4.235398
495.0000,2.807896,0.259763,4.213956
500.0000,2.793837,0.260306,4.192837
505.0000,2.779988,0.260813,4.172032
510.0000,2.766342,0.261290,4.151533
515.0000,2.752896,0.261728,4.131334
520.0000,2.739643,0.262122,4.111427
525.0000,2.726580,0.262464,4.091804
530.0000,2.713703,0.262759,4.072460
535.0000,2.701006,0.263021,4.053388
540.0000,2.688485,0.263238,4.034581
545.0000,2.676137,0.263428,4.016034
550.0000,2.663958,0.263583,3.997740
555.0000,2.651943,0.263714,3.979694
560.0000,2.640090,0.263824,3.961890
