# SLAG Simulation Data
# Generated with Example_SLAG_save_data.m
#
# === GRATING PARAMETERS ===
# grating_period_lpermm: 400.0
# diffraction_order: 1
# grating_width_to_period_ratio: 0.67
# grating_depth_nm: 14.9
# trapezoid_angle_left_deg: 75.0
# trapezoid_angle_right_deg: 75.0
# substrate_material: Si
# substrate_density: 2.330
#
# === LAYER PARAMETERS ===
# layer_material: Pt
# layer_thickness_nm: 28.8
# layer_density: 20.132
#
# === SIMULATION PARAMETERS ===
# z_resolution_nm: 0.1
# x_resolution_nm: 1.0
# fourier_orders: 15
#
# === INCIDENCE CONDITIONS ===
# grazing_angle_deg: 4.0
# photon_energy_min_eV: 60.0
# photon_energy_max_eV: 2000.0
# photon_energy_step_eV: 5.0
# polarization: -1.0
#
# === DATA COLUMNS ===
# Column 1: photon_energy_eV
# Column 2: diffraction_efficiency
#
# photon_energy_eV;diffraction_efficiency
60.0000;0.04359589
65.0000;0.04934934
70.0000;0.05509844
75.0000;0.06643944
80.0000;0.07780047
85.0000;0.08864410
90.0000;0.10018697
95.0000;0.11079700
100.0000;0.12085456
105.0000;0.13051396
110.0000;0.14011791
115.0000;0.14946622
120.0000;0.15815949
125.0000;0.16506099
130.0000;0.16912462
135.0000;0.17176638
140.0000;0.17324095
145.0000;0.17250061
150.0000;0.17039558
155.0000;0.16676222
160.0000;0.16268365
165.0000;0.15764349
170.0000;0.15295668
175.0000;0.14907753
180.0000;0.14581481
185.0000;0.14304826
190.0000;0.14134899
195.0000;0.13968319
200.0000;0.13718642
205.0000;0.13197916
210.0000;0.13035907
215.0000;0.12957170
220.0000;0.12959539
225.0000;0.12988497
230.0000;0.13018668
235.0000;0.13076083
240.0000;0.13214601
245.0000;0.13281854
250.0000;0.13307827
255.0000;0.13314987
260.0000;0.13313305
265.0000;0.13269895
270.0000;0.13171571
275.0000;0.13045027
280.0000;0.12889871
285.0000;0.12717523
290.0000;0.12522527
295.0000;0.12313865
300.0000;0.12094468
305.0000;0.11850312
310.0000;0.11603453
315.0000;0.11345143
320.0000;0.11074247
325.0000;0.10802208
330.0000;0.10510859
335.0000;0.10217120
340.0000;0.09915830
345.0000;0.09617075
350.0000;0.09300650
355.0000;0.08988671
360.0000;0.08673797
365.0000;0.08359726
370.0000;0.08044431
375.0000;0.07736563
380.0000;0.07427666
385.0000;0.07129190
390.0000;0.06840252
395.0000;0.06558702
400.0000;0.06290489
405.0000;0.06014469
410.0000;0.05764637
415.0000;0.05453983
420.0000;0.05132584
425.0000;0.04813787
430.0000;0.04497021
435.0000;0.04181715
440.0000;0.03880545
445.0000;0.03580868
450.0000;0.03290536
455.0000;0.03006912
460.0000;0.02735078
465.0000;0.02474749
470.0000;0.02222339
475.0000;0.01982034
480.0000;0.01755581
485.0000;0.01542989
490.0000;0.01341170
495.0000;0.01155837
500.0000;0.00983628
505.0000;0.00827056
510.0000;0.00686173
515.0000;0.00559424
520.0000;0.00448271
525.0000;0.00352923
530.0000;0.00273993
535.0000;0.00210978
540.0000;0.00164155
545.0000;0.00133123
550.0000;0.00116759
555.0000;0.00115122
560.0000;0.00128224
565.0000;0.00155777
