# SLAG Simulation Data
# Generated with Example_SLAG_save_data.m
#
# === GRATING PARAMETERS ===
# grating_period_lpermm: 400.0
# diffraction_order: 1
# grating_width_to_period_ratio: 0.67
# grating_depth_nm: 14.9
# trapezoid_angle_left_deg: 15.0
# trapezoid_angle_right_deg: 15.0
# substrate_material: Si
# substrate_density: 2.330
#
# === LAYER PARAMETERS ===
# layer_material: Pt
# layer_thickness_nm: 28.8
# layer_density: 20.132
#
# === SIMULATION PARAMETERS ===
# z_resolution_nm: 0.1
# x_resolution_nm: 1.0
# fourier_orders: 9
#
# === INCIDENCE CONDITIONS ===
# grazing_angle_deg: 4.0
# photon_energy_min_eV: 100.0
# photon_energy_max_eV: 300.0
# photon_energy_step_eV: 10.0
# polarization: -1.0
#
# === DATA COLUMNS ===
# Column 1: photon_energy_eV
# Column 2: diffraction_efficiency
#
# photon_energy_eV;diffraction_efficiency
100.0000;0.11747208
110.0000;0.13617520
120.0000;0.15366836
130.0000;0.16459749
140.0000;0.16912318
150.0000;0.16647828
160.0000;0.15852937
170.0000;0.14852073
180.0000;0.14122479
190.0000;0.13658292
200.0000;0.13195458
210.0000;0.12397340
220.0000;0.12312428
230.0000;0.12371608
240.0000;0.12572521
250.0000;0.12676605
260.0000;0.12700337
270.0000;0.12582595
280.0000;0.12330408
290.0000;0.11997284
300.0000;0.11607082
